Year,Make,Model,Condition,Price,ConsumerRating,ConsumerReviews,SellerType,SellerRating,SellerReviews,Zipcode,DealType,ComfortRating,InteriorDesignRating,PerformanceRating,ValueForMoneyRating,ExteriorStylingRating,ReliabilityRating,ExteriorColor,Drivetrain,MinMPG,MaxMPG,FuelType,Transmission,Engine,VIN,Stock#,Mileage
2021,Toyota,C-HR LE,Used,27477,4.9,25,Dealer,4.7,1775,32837,Good,4.9,4.9,4.9,4.9,4.9,4.8,Black Sand Pearl,Front-wheel Drive,27,31,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,NMTKHMBX5MR127783,MR127783,24648
2021,Toyota,Camry XSE,Used,39000,4.8,69,Dealer,4.6,6217,32114,Fair,4.8,4.8,4.8,4.8,4.9,4.9,Midnight Black Metallic,Front-wheel Drive,27,38,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,4T1K61AK4MU565360,T076539B,20856
2011,Land,Rover Range Rover HSE,Used,17996,4.6,26,Dealer,4.1,300,Leesburg,Great,4.8,4.8,4.8,4.3,4.9,4.2,Baltic Blue,Four-wheel Drive,12,18,Gasoline,6-Speed Automatic,5.0L V8 32V GDI DOHC,SALMF1D4XBA355847,L355847,83676
2019,Mazda,CX-5 Grand Touring,Used,28995,4.8,230,Dealer,4.5,77,14424,Great,4.8,4.8,4.8,4.8,4.9,4.8,Jet Black Mica,All-wheel Drive,24,30,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,JM3KFBDM4K0624314,AE22V176,33669
2019,Mercedes-Benz,GLC 300 Base 4MATIC,Used,40998,4.6,72,Dealer,2.9,22,20165,Fair,4.8,4.8,4.6,4.5,4.7,4.6,Tan,All-wheel Drive,22,27,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WDC0G4KB5KV197202,22941747,20820
2005,Acura,MDX Touring,Used,6495,4.7,54,Dealer,4.3,7,20111,Good,4.8,4.5,4.6,4.8,4.6,4.9,Black,Four-wheel Drive,17,23,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,2HNYD188X5H549256,2P771090,174916
2011,BMW,550 i xDrive,Used,15895,4.5,48,Dealer,4.7,197,22554,Good,4.6,4.5,4.6,4.3,4.6,4.2,???,All-wheel Drive,16,24,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,WBAFU9C58BC785974,CSA6031,73142
2021,Lexus,ES 350 Base,Used,43588,5,11,Dealer,3.7,11,20855,Good,5,5,5,5,5,5,Obsidian Black,Front-wheel Drive,22,32,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,58ADZ1B19MU110776,TU110776,14150
2019,Jeep,Grand Cherokee Summit,Used,40800,4.8,224,Dealer,4.8,137,22485,Good,4.9,4.9,4.8,4.6,4.9,4.8,Granite Crystal Clearcoat Metallic,Four-wheel Drive,18,25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFJG0KC796964,KC796964,58579
2021,Lexus,GX 460 Base,Used,59998,4.6,8,Dealer,2.1,6,20613,Good,4.9,4.2,4.8,4.1,4.6,4.9,White,Four-wheel Drive,15,19,Gasoline,6-Speed Automatic,4.6L V8 32V MPFI DOHC,JTJAM7BX8M5288741,22529528,10419
2013,Audi,A7 3.0T Prestige quattro,Used,25495,4.9,18,Dealer,4.7,2321,33417,Great,4.9,4.8,4.9,4.6,5,4.9,Ice Silver Metallic,AWD,18,28,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,WAU2GAFCXDN030995,DN030995,85250
2019,Lamborghini,Urus Base,Used,269998,4.9,6,Dealer,2.7,60,33313,NA,5,5,5,4.5,5,4.8,???,All-wheel Drive,12,17,Gasoline,8-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,ZPBUA1ZL0KLA02357,A02357,38822
2018,Porsche,718 Cayman S,Used,69900,4.9,14,Dealer,3.6,101,33064,Good,4.7,4.9,5,4.5,5,5,???,Rear-wheel Drive,20,26,Gasoline,7-Speed Automatic with Auto-Shift,2.5L H4 16V GDI DOHC Turbo,WP0AB2A84JS278145,221066A,34704
2017,Nissan,Rogue SV,Used,19125,4.7,547,Dealer,4.7,1337,33169,Good,4.7,4.7,4.6,4.7,4.8,4.7,Glacier White,Front-wheel Drive,26,33,Gasoline,Automatic CVT,2.5L I4 16V MPFI DOHC,KNMAT2MT6HP592258,592258F01,49661
2020,BMW,740 i,Certified,66450,5,2,Dealer,4.7,2681,33137,Fair,5,5,5,5,5,5,Mineral White Metallic,Rear-wheel Drive,22,29,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,WBA7T2C09LGL17555,BCK56609A,21232
2019,Toyota,RAV4 LE,Used,30755,4.6,444,Dealer,4.5,7,13421,Good,4.6,4.6,4.4,4.4,4.7,4.6,Magnetic Gray Metallic,All-wheel Drive,25,33,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,2T3G1RFV5KW060731,BT6870,17857
2020,GMC,Terrain SLT,Used,26880,4.7,79,Dealer,3.9,9,18421,Great,4.8,4.7,4.6,4.5,4.8,4.6,Graphite Gray Metallic,All-wheel Drive,25,28,Gasoline,9-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,3GKALVEV2LL252924,P2453,49115
2019,Honda,Accord LX,Used,25500,4.7,223,Dealer,4.7,2285,18049,Good,4.7,4.8,4.7,4.7,4.8,4.8,Crystal Black Pearl,Front-wheel Drive,30,38,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F18KA170609,102923A,18735
2012,Audi,Q5 2.0T Premium,Used,14498,4.6,72,Dealer,4.9,4976,18045,Good,4.7,4.7,4.7,4.3,4.8,4.5,Gray,All-wheel Drive,20,27,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WA1LFAFP9CA094099,N22T8119A,104809
2019,Honda,CR-V EX-L,Certified,32450,4.8,540,Dealer,4.8,1567,8053,Good,4.8,4.8,4.7,4.7,4.8,4.8,Crystal Black Pearl,All-wheel Drive,27,33,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRW2H81KH633222,KH633222,19141
2019,Mercedes-Benz,CLA 250 Base 4MATIC,Certified,34997,4.1,17,Dealer,4.9,3004,8817,Good,3.9,4,4.1,3.9,4.5,4.3,Polar White,All-wheel Drive,24,32,E85 Flex Fuel,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo Flexible Fuel,WDDSJ4GB3KN770872,P96700,23648
2020,Lamborghini,Urus Base,Used,285000,4.7,1,Dealer,4.6,33,8817,NA,4,5,5,5,5,4,Blu Astraeus Metallic,All-wheel Drive,12,17,Gasoline,8-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,ZPBUA1ZL4LLA09345,BLA09345T,6084
2020,Acura,MDX 3.5L,Used,43995,4.9,50,Dealer,4.8,1773,7446,Great,4.9,4.9,4.9,4.8,4.8,4.9,MAJESTIC-BLACK,All-wheel Drive,19,26,Gasoline,9 speed automatic,V6 Cylinder Engine,5J8YD4H5XLL013261,P1218,14247
2019,INFINITI,QX60 Luxe,Certified,35995,4.6,56,Dealer,4.8,472,12047,Great,4.8,4.6,4.5,4.5,4.7,4.6,Black Obsidian,All-wheel Drive,19,26,Gasoline,Automatic CVT,3.5L V6 24V GDI DOHC,5N1DL0MM4KC548425,P22161,45283
2020,Land,Rover Range Rover Velar S R-Dynamic,Used,61495,4.3,13,Dealer,4.7,1099,11021,Good,4.2,4.5,4.1,3.9,4.9,4.2,Santorini Black,Four-wheel Drive,21,27,Gasoline,Automatic,I4,SALYK2EX6LA259694,U21805,15151
2019,Subaru,Crosstrek 2.0i Premium,Used,25999,4.7,205,Dealer,4.6,85,12901,Good,4.7,4.7,4.6,4.7,4.8,4.8,Crystal Black Silica,All-wheel Drive,27,33,Gasoline,Automatic CVT,2.0L H4 16V GDI DOHC,JF2GTADC6K8396442,223273A,41637
2019,Subaru,Impreza 2.0i Premium,Used,24904,4.6,90,Dealer,4.8,557,6795,Good,4.7,4.6,4.4,4.5,4.6,4.6,Dark Blue Pearl,All-wheel Drive,28,36,Gasoline,Automatic CVT,2.0L H4 16V GDI DOHC,4S3GTAD66K3748439,H3556A,17223
2009,Mercedes-Benz,SL-Class SL550 Roadster,Used,32989,4.6,22,Dealer,4.5,77,6786,Fair,4.8,4.6,4.9,4.1,4.8,4.5,Black,Rear-wheel Drive,13,21,Gasoline,7-Speed Automatic,5.5L V8 32V MPFI DOHC,WDBSK71F09F152691,152691T,48096
2018,INFINITI,Q50 3.0t LUXE,Used,29884,4.7,78,Dealer,4,4,3103,Good,4.7,4.6,4.7,4.5,4.7,4.8,Graphite Shadow,All-wheel Drive,19,27,Gasoline,7-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,JN1EV7AR1JM433630,AM0550,48013
2018,BMW,330 i xDrive,Certified,32766,4.8,32,Dealer,4.3,70,3103,Good,4.9,4.7,4.9,4.6,4.8,4.8,Black Sapphire Metallic,All-wheel Drive,23,33,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBA8D9C58JA615438,MPA3969,38916
2017,Subaru,Forester 2.5i Limited,Used,27491,4.7,318,Dealer,4.6,713,1760,Good,4.7,4.5,4.7,4.7,4.7,4.8,Jasmine Green Metallic,All-wheel Drive,26,32,Gasoline,Automatic CVT,2.5L H4 16V MPFI DOHC,JF2SJAJC4HH549512,4795,20892
2020,Jeep,Grand Cherokee Limited,Used,38707,4.8,150,Dealer,4.6,1385,1801,Good,4.9,4.8,4.8,4.7,4.9,4.8,Granite Crystal Clearcoat Metallic,Four-wheel Drive,18,25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFBG0LC105075,WK21176A,37784
2017,Lincoln,MKC Select,Used,27381,4.8,135,Dealer,4.6,546,2090,Good,4.8,4.7,4.8,4.7,4.9,4.7,Magnetic Gray Metallic,All-wheel Drive,19,25,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5LMCJ2D96HUL71384,HUL71384,30500
2019,Chevrolet,Silverado 1500 LD LT,Certified,35484,4.8,46,Dealer,4.5,92,1880,Great,4.9,4.8,4.8,4.8,4.9,4.9,Black,Four-wheel Drive,15,21,Gasoline,6-Speed Automatic,5.3L V8 16V GDI OHV,2GCVKPEC8K1183814,BG0734,46870
2019,Toyota,C-HR LE,Used,25527,4.8,91,Dealer,4.4,608,90401,Good,4.8,4.8,4.7,4.7,4.9,4.8,Silver Knockout Metallic,Front-wheel Drive,27,31,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,JTNKHMBX2K1020293,T020293B,11191
2019,Honda,Pilot EX-L w/Navigation/RES,Certified,34995,4.8,223,Dealer,4.7,357,92807,Great,4.9,4.8,4.7,4.7,4.7,4.8,White,Front-wheel Drive,19,27,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H43KB039109,418851,21556
2019,Lexus,ES 350 F Sport,Used,43998,4.6,121,Dealer,3.7,6,92504,Good,4.7,4.6,4.6,4.4,4.7,4.6,White,Front-wheel Drive,22,31,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,58ABZ1B19KU037977,22855234,24140
2017,INFINITI,QX80 Base,Used,43998,4.8,50,Dealer,3.3,3,92562,Good,5,4.8,4.8,4.7,4.9,4.8,Silver,All-wheel Drive,13,19,Gasoline,7-Speed Automatic,5.6L V8 32V GDI DOHC,JN8AZ2NE4H9152322,22417380,38875
2022,Volkswagen,Atlas Cross Sport 2.0T SE w/Technology,Used,36998,4.1,3,Dealer,4.4,117,89014,Great,4.3,3.7,3.7,4.3,4.3,4.7,Platinum Gray Metallic,All-wheel Drive,20,24,Gasoline,8-Speed Automatic with Tiptronic,2.0L,1V2HC2CA4NC200796,NC200796,10371
2021,Dodge,Charger GT,Used,39423,4.9,21,Dealer,4.4,90,86404,Good,5,4.9,5,4.9,5,5,Go Mango!,Rear-wheel Drive,19,30,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,2C3CDXHGXMH540103,C8764,12534
2021,BMW,330 i,Used,39998,4.9,11,Dealer,2.2,3,94523,Fair,4.8,4.8,4.9,4.8,4.9,4.7,Black,Rear-wheel Drive,26,36,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3MW5R1J04M8B69785,22665730,23485
2020,Nissan,Altima 2.5 S,Used,22939,4.7,91,Dealer,4.9,237,85323,Good,4.8,4.7,4.6,4.6,4.8,4.7,Black,Front-wheel Drive,28,39,Gasoline,Automatic CVT,2.5L I4 16V GDI DOHC,1N4BL4BV2LC251966,RLC251966,39666
2018,Alfa,Romeo Giulia Ti,Used,29599,4.8,49,Dealer,4.9,237,85323,Good,4.6,4.7,5,4.8,4.9,4.6,Alfa Black,Rear-wheel Drive,24,33,Gasoline,8-Speed Automatic,2.0L I4 16V GDI SOHC Turbo,ZARFAECN4J7592013,CJ7592013,35201
2019,Chevrolet,Silverado 1500 High Country,Used,51000,4.3,245,Dealer,4.3,1366,85015,Good,4.4,4.2,4.3,4,4.6,4.2,Northsky Blue Metallic,Four-wheel Drive,16,22,Gasoline,8-Speed Automatic,5.3L V8 16V GDI OHV,1GCUYHED6KZ339381,CW55328,20657
2018,Chevrolet,Tahoe LS,Used,43971,4.7,90,Dealer,4.6,1489,85283,Good,4.9,4.8,4.8,4.6,4.8,4.8,Black,Rear-wheel Drive,16,23,Gasoline,6-Speed Automatic,5.3L V8 16V GDI OHV,1GNSCAKCXJR376531,Z6218A,43261
2019,Subaru,Crosstrek 2.0i Limited,Used,26300,4.7,205,Dealer,5,5,87507,NA,4.7,4.7,4.6,4.7,4.8,4.8,Dark Gray Metallic,All-wheel Drive,27,33,Gasoline,Automatic CVT,2.0L H4 16V GDI DOHC,JF2GTAMCXK8265465,52758,10045
2018,Tesla,Model 3 Performance,Used,58998,4.6,117,Dealer,3.8,242,80905,Good,4.7,4.7,4.9,4.4,4.7,4.6,Pearl White Multi,All-wheel Drive,120,112,Electric,1-Speed Automatic,Electric,5YJ3E1EB5JF081434,P1973,49583
2019,Audi,Q5 2.0T Premium Plus,Used,41967,4.7,42,Dealer,4.8,1538,98034,Good,4.8,4.6,4.7,4.5,4.7,4.7,Manhattan Gray Metallic,All-wheel Drive,22,27,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WA1BNAFYXK2090028,477888A,24013
2020,Toyota,RAV4 XLE,Used,32595,4.7,166,Dealer,4.2,1630,76087,Good,4.8,4.8,4.7,4.6,4.8,4.8,Magnetic Gray Metallic / Ice Edge Roof,Front-wheel Drive,28,35,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,2T3W1RFVXLW078994,LW078994,23650
2020,RAM,1500 Laramie,Used,48595,4.8,201,Dealer,4.6,171,76049,Good,4.9,4.9,4.8,4.6,4.8,4.7,Delmonico Red Pearlcoat,Four-wheel Drive,19,24,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,1C6SRFJT4LN169995,LN169995H,35595
2020,GMC,Yukon Denali,Used,65985,4.9,16,Dealer,4.5,865,76132,Good,5,4.9,5,4.7,4.9,4.9,Dark Sapphire Blue Metallic,Four-wheel Drive,14,22,Gasoline,10-Speed Automatic,6.2L V8 16V GDI OHV,1GKS2CKJ7LR108534,LR108534,29180
2011,Nissan,Rogue S,Used,8950,4.4,109,Dealer,3.5,37,76179,Great,4.4,4.3,4.3,4.4,4.5,4.3,Brilliant Silver,Front-wheel Drive,22,28,Gasoline,Automatic CVT,2.5L I4 16V MPFI DOHC,JN8AS5MT8BW561079,12233,65142
2020,BMW,X5 sDrive40i,Certified,60988,4.7,53,Dealer,3.9,60,76051,Fair,4.8,4.8,4.8,4.4,4.7,4.7,Black Sapphire,Rear-wheel Drive,21,26,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCR4C01LLT18555,5144360,22537
2021,BMW,X3 sDrive30i,Used,44490,4.7,29,Dealer,4,856,75062,Good,4.8,4.7,4.8,4.5,4.8,4.6,White Metallic,Rear-wheel Drive,25,29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5UXTY3C05M9G31753,MHIP210092,12558
2018,Hyundai,Elantra Value Edition,Used,21993,4.8,504,Dealer,4.8,2010,75035,Good,4.7,4.7,4.7,4.8,4.8,4.8,Scarlet Red Pearl,Front-wheel Drive,28,37,Gasoline,6-Speed Automatic,2.0L I4 16V MPFI DOHC,KMHD84LF9JU595406,22P262,11197
2017,Jaguar,F-PACE 35t R-Sport,Used,37578,4.7,59,Dealer,5,1,75201,Good,4.6,4.5,4.9,4.5,4.9,4.6,Glacier White,All-wheel Drive,18,23,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,SADCL2BVXHA887254,SADCL2BVXHA887254,50000
2019,Ford,Flex Limited,Used,26996,4.8,50,Dealer,4.7,944,75080,Great,4.9,4.8,4.7,4.7,4.7,4.8,White,Front-wheel Drive,16,23,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI DOHC,2FMGK5D81KBA10569,TKBA10569,57951
2020,Nissan,Rogue SV,Used,24704,4.8,133,Dealer,4.6,28,75228,Great,4.9,4.7,4.7,4.6,4.8,4.8,Brilliant Silver Metallic,All-wheel Drive,25,32,Gasoline,Automatic CVT,2.5L I4 16V MPFI DOHC,JN8AT2MV8LW139571,53389,45324
2021,Volkswagen,Jetta 1.4T S,Used,24872,4.8,19,Dealer,4.7,3037,75150,Good,4.9,4.6,4.9,4.9,4.9,4.8,Silk Blue Metallic,Front-wheel Drive,29,39,Gasoline,8-Speed Automatic,1.4L I4 16V GDI DOHC Turbo,3VWC57BUXMM033482,MM033482,33161
2018,Toyota,Tundra SR5,Used,44550,4.8,198,Dealer,4.6,1155,78412,Good,4.8,4.6,4.9,4.6,4.8,4.9,Midnight Black Metallic,Four-wheel Drive,13,17,E85 Flex Fuel,6-Speed Automatic,5.7L V8 32V MPFI DOHC Flexible Fuel,5TFDW5F15JX734798,JX734798,43786
2016,Honda,Pilot Touring,Used,28900,4.6,199,Dealer,4.8,721,66062,Fair,4.7,4.6,4.5,4.4,4.6,4.6,Modern Steel Metallic,All-wheel Drive,19,26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H98GB107817,H026633A,89065
2019,Cadillac,Escalade ESV Luxury,Used,49986,5,6,Dealer,3.9,74,77079,Great,5,5,5,5,5,5,Black Raven,Rear-wheel Drive,14,23,Gasoline,10-Speed Automatic,6.2L V8 16V GDI OHV,1GYS3HKJ8KR158745,5142877,69294
2017,Mercedes-Benz,E-Class E 300 Luxury,Used,35991,4.8,79,Dealer,4.2,77,77074,Good,4.9,4.9,4.6,4.6,4.8,4.8,Lunar Blue Metallic,Rear-wheel Drive,22,30,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WDDZF4JB9HA222528,HA222528,21497
2020,GMC,Sierra 1500 Denali,Used,60450,4.8,66,Dealer,4.9,83,72601,Good,4.9,4.8,4.8,4.7,4.9,4.7,Satin Steel Metallic,Four-wheel Drive,16,22,Gasoline,10-Speed Automatic,6.2L V8 16V GDI OHV,1GTU9FEL3LZ235229,LZ235229,34148
2019,Chevrolet,Equinox Premier,Certified,29647,4.5,415,Dealer,4.8,705,50021,Good,4.6,4.6,4.5,4.4,4.6,4.5,Iridescent Pearl Tricoat,All-wheel Drive,22,28,Gasoline,Automatic,Turbocharged Gas I4 2.0L/122,2GNAXYEX6K6288614,84560A,46971
2019,Honda,CR-V EX-L,Certified,30795,4.8,540,Dealer,4.6,6125,55429,Good,4.8,4.8,4.7,4.7,4.8,4.8,Modern Steel Metallic,All-wheel Drive,27,33,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,5J6RW2H8XKL002569,221114A,32173
2021,Subaru,Ascent Touring 7-Passenger,Used,42980,4.7,30,Dealer,3.8,19,70503,Great,4.8,4.8,4.7,4.7,4.5,4.7,Crystal White Pearl,All-wheel Drive,20,26,Gasoline,Automatic CVT,2.4L H4 16V GDI DOHC Turbo,4S4WMARD9M3426134,45719A,49145
2011,Chevrolet,Cruze LTZ,Used,9823,3.9,225,Dealer,1,1,60120,Fair,4,4.2,3.7,3.8,4.4,3.7,???,Front-wheel Drive,24,36,Gasoline,6-Speed Automatic,1.4L I4 16V MPFI DOHC Turbo,1G1PH5S94B7257651,504872A,99680
2021,RAM,1500 Limited,Used,63950,4.8,92,Dealer,4.4,2346,60173,Great,4.9,4.9,4.8,4.6,4.9,4.8,Delmonico Red Pearlcoat,Four-wheel Drive,15,21,Diesel,8-Speed Automatic,3.0L V6 24V DDI DOHC Turbo Diesel,1C6SRFHM0MN655302,P4447,14766
2021,Mazda,CX-5 Grand Touring,Used,28835,4.8,84,Dealer,4.3,698,60074,Great,4.8,4.8,4.8,4.7,4.8,4.8,Deep Crystal Blue Mica,All-wheel Drive,24,30,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,JM3KFBDMXM0327762,C1978,43176
2020,Kia,Telluride SX,Used,45900,4.8,211,Dealer,3.8,552,60074,Great,4.9,4.9,4.8,4.7,4.9,4.9,Ebony Black,All-wheel Drive,19,24,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,5XYP5DHC2LG066392,K15041A,33566
2019,BMW,X3 xDrive30i,Certified,39491,4.7,99,Dealer,4.7,1417,60559,Great,4.7,4.7,4.8,4.3,4.8,4.6,Black Sapphire Metallic,All-wheel Drive,22,29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5UXTR9C52KLR04625,KLR04625,20705
2020,Tesla,Model 3 Performance,Used,61995,4.3,16,Dealer,4.6,327,60527,Great,4.6,4.4,4.6,4,4.2,4.4,Midnight Silver Metallic,All-wheel Drive,118,107,???,1-Speed Automatic,???,5YJ3E1EC7LF641756,HL6233,28657
2021,Toyota,4Runner SR5 4WD,Used,37990,4.9,42,Dealer,4.5,68,60445,Great,5,4.9,4.8,4.9,4.9,4.9,Silver,Four-wheel Drive,16,19,Gasoline,5-Speed Automatic,4.0L V6 24V MPFI DOHC,JTEMU5JR8M5948750,1558,18500
2019,Nissan,Rogue SL,Used,27995,4.7,255,Dealer,4.5,506,60714,Great,4.8,4.8,4.6,4.6,4.8,4.7,Magnetic Black,All-wheel Drive,25,32,Gasoline,Automatic CVT,2.5L I4 16V MPFI DOHC,5N1AT2MV1KC784179,SP13474,23275
2014,Mercedes-Benz,C-Class C 350 Sport,Used,15388,4.7,98,Dealer,2.1,12,35816,Good,4.7,4.7,4.7,4.5,4.8,4.7,Black,Rear-wheel Drive,20,29,E85 Flex Fuel,7-Speed Automatic,3.5L V6 24V GDI DOHC Flexible Fuel,WDDGF5HBXEG252181,P8576,92197
2016,Honda,Civic LX,Used,21991,4.6,339,Dealer,4.7,99,49022,Fair,4.6,4.6,4.6,4.6,4.8,4.6,Modern Steel Metallic,Front-wheel Drive,31,41,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,19XFC2F54GE069291,P1674,49846
2019,Chevrolet,Equinox 1LT,Used,27958,4.5,415,Dealer,4.9,885,46804,Good,4.6,4.6,4.5,4.4,4.6,4.5,Pepperdust Metallic,Front-wheel Drive,26,32,Gasoline,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,3GNAXKEV9KS510978,93183C,18828
2021,GMC,Yukon Denali,Used,85881,4,24,Dealer,4.7,413,30117,Fair,4.3,4.5,4.2,3.4,4.7,3.5,Hunter Metallic,Four-wheel Drive,14,19,Gasoline,10-Speed Automatic,6.2L V8 16V GDI OHV,1GKS2DKL0MR303402,NC723A,18633
2020,Hyundai,Santa Fe SEL 2.4,Used,28489,4.8,202,Dealer,4,25,37923,Good,4.9,4.8,4.7,4.8,4.9,4.9,Portofino Gray,Front-wheel Drive,22,29,Gasoline,8-Speed Automatic,2.4L I4 16V GDI DOHC,5NMS33AD4LH196113,PLH196113,30401
2019,INFINITI,QX50 ESSENTIAL,Used,33239,4.7,87,Dealer,4,25,37923,Good,4.9,4.8,4.6,4.5,4.9,4.7,Graphite Shadow,Front-wheel Drive,24,31,Gasoline,Automatic CVT,2.0L I4 16V PDI DOHC Turbo,3PCAJ5M14KF120003,PKF120003,43294
2021,BMW,X5 xDrive40i,Used,64995,4.8,26,Dealer,4.5,804,30076,Good,4.9,5,4.9,4.6,4.9,4.9,Mineral White Metallic,All-wheel Drive,21,25,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCR6C0XM9G90201,R41579A,19906
2019,Chevrolet,Equinox 1LT,Certified,27706,4.5,415,Dealer,4.6,1605,43560,Good,4.6,4.6,4.5,4.4,4.6,4.5,Pacific Blue Metallic,All-wheel Drive,25,30,Gasoline,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,2GNAXUEV8K6220452,2224111,13899
2019,Cadillac,XT5 Luxury,Certified,33000,4.6,94,Dealer,4.8,1636,48439,Great,4.8,4.7,4.6,4.4,4.7,4.5,Crystal White Tri-Coat,Front-wheel Drive,19,26,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1GYKNCRSXKZ208184,2204481A,30722
2017,BMW,X5 xDrive35i,Used,32998,4.7,77,Dealer,4.5,716,30096,Fair,4.8,4.7,4.7,4.4,4.8,4.7,Dark Graphite Metallic,All-wheel Drive,18,24,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXKR0C58H0U55081,N82546A,89990
2021,Toyota,4Runner Limited,Used,49995,4.9,42,Dealer,4.9,1838,30046,Great,5,4.9,4.8,4.9,4.9,4.9,Red,Rear-wheel Drive,16,19,Gasoline,5-Speed Automatic,4.0L V6 24V MPFI DOHC,JTEDU5JR6M5250797,60543AA,17333
2020,Chevrolet,Equinox 2LT,Used,27650,4.7,276,Dealer,4.8,984,48034,Good,4.8,4.7,4.7,4.6,4.8,4.7,Silver Ice Metallic,All-wheel Drive,25,30,Gasoline,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,3GNAXTEV5LS647679,220926A,11909
2020,Chevrolet,Blazer 2LT,Used,27499,4.7,67,Dealer,5,1,48219,Great,4.8,4.7,4.8,4.5,4.9,4.8,Black,Front-wheel Drive,21,28,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3GNKBCR48LS717809,YO-861,14967
2020,Chevrolet,Traverse LT Cloth,Used,36990,4.9,112,Dealer,3.4,67,43228,Great,4.8,4.9,4.9,4.7,4.9,4.8,Graphite Metallic,Front-wheel Drive,18,27,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,1GNERGKW9LJ284479,CX2C160245A,24858
2019,Honda,CR-V EX,Certified,28793,4.8,540,Dealer,4.8,4124,43017,Great,4.8,4.8,4.7,4.7,4.8,4.8,Lunar Silver Metallic,All-wheel Drive,27,33,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARW2H50KE020789,H221638A,34212
2020,GMC,Sierra 1500 Denali,Used,58775,4.8,66,Dealer,4.9,69,30606,Good,4.9,4.8,4.8,4.7,4.9,4.7,Pacific Blue Metallic,Four-wheel Drive,16,22,Gasoline,10-Speed Automatic,6.2L V8 16V GDI OHV,1GTU9FEL7LZ140883,22V164A,45327
2018,Ford,EcoSport SE,Used,18149,4.5,202,Dealer,4.6,39,29607,Good,4.6,4.6,4.3,4.4,4.6,4.5,Shadow Black,Front-wheel Drive,27,29,Gasoline,6-Speed Automatic,1.0L I3 12V GDI DOHC Turbo,MAJ3P1TE5JC215398,RJC215398,49097
